,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.3894160375846876,-0.5820105996089424,49.45727536513454,0.32272439717577583,0.15683256571790968,0.11998734566595744,-0.03030176195615663,-125.25413141525455,0.7297734407921186,0.9334199356539404
TC_DG,-0.6642080813284386,-0.7716660518634032,16.17835939605629,0.11876004181346085,0.07303602570678025,0.41612100267374635,0.3296795138306871,-20.77316172162366,0.23391982880056295,0.35438250552175965
TC_TS,-0.8515979507515786,-0.9422941217457375,10.650116162693303,0.11093774023630754,0.07828086979535116,0.3736994370439716,0.3094495776652994,-17.192923780378138,0.33939987155069506,0.43209510450820754
TC_BE,0.3549812911990751,0.22114944630527958,-37.70109811751798,0.47708963677817195,0.6624893984969685,0.42644200065246785,0.3189802478092264,-25.199617457666466,0.3690000124719093,0.5066594920731502
TC_RE,0.3066879691981969,0.17526323361132737,-42.852915271005095,0.43932321331516166,0.6636112010561446,0.6371123103379501,0.5380103292547143,-15.55486834505963,0.08736614167889578,0.15417728804512884
TC_ME,-0.46764588625508435,-0.609776081502025,30.39269657328144,0.4064188475569316,0.27803446505096596,-0.1688895836185844,-0.26703639719851124,58.1130058331951,0.7467250086298567,0.6098072802405242
TC_EE,-0.17099076095491025,-0.31101756553574844,81.89144477681039,0.7380620287591917,0.5442986111790564,0.339065434179746,0.24797139998209722,-26.86621077079707,0.44560321138372516,0.5783232041476161
TC_GR,0.9510242746404948,0.8516294206305848,-10.45134773741534,0.08447652498349657,0.12557124637086503,-0.10890642617871439,-0.18652119237528592,71.26738882167196,0.8640926765163068,0.7709505161394885
TC_OT,1.6263370087127875,1.4729211558480635,-9.433214151976381,0.041024082343604225,0.06773230812037366,0.9726898721952237,0.8390500852299859,-13.73919794843054,0.26088030702014886,0.33727299739065963
ForProf,-0.026193497155715787,-0.10830677088720345,313.48724930977534,0.9166619702602229,0.6706643401461574,-0.8579121154157009,-0.9240752502366709,7.712111023040013,0.0001567519525106633,6.492072432403853e-05
early,-0.8532758565869454,-0.9879586683632344,15.78420515904582,0.019979088638884493,0.009312705765362715,0.13978529102677753,0.008189770599970416,-94.14117856048134,0.6590732990076382,0.9801748704708663
middle,-0.44841575285972535,-0.5413945065256107,20.734943648371612,0.14943628440578102,0.08805377449880228,0.1127290597612212,0.01766423619660271,-84.33036145780115,0.6910391463750409,0.9516717972409044
Partners,0.026264322051830553,0.003704717376611449,-85.89448694201783,0.9231904065664718,0.9891833927197377,0.20614215495399613,0.17709744618845638,-14.089650305645408,0.3864677933043775,0.45938952929004606
OPEN,0.2678715122318119,0.15711311151205154,-41.347584816675734,0.32460975046186014,0.5565603952731523,0.18606546611060581,0.12694157594915884,-31.775853626863267,0.44301728591089284,0.5964305987462877
