,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.698942298148401,-0.7127309026199177,1.9727815168783809,0.12975195884042648,0.05663493991266203,-0.5736541547426969,0.06474015238144468,-111.28557195066125,0.1633048533143927,0.8426717022969498
TC_DG,-0.745510178433839,-0.8267921820548358,10.902869735696068,0.12586448486770555,0.035835231283425896,-0.15999830333841214,0.450298609719683,-381.43961549845756,0.6987146778829929,0.14942434287662698
TC_TS,-0.9180565987461905,-1.2357791226119488,34.60816297161621,0.10622304460739664,0.014485765258332001,-0.054520139822782566,0.4299453146769926,-888.5990682975643,0.8992948993858846,0.224435528825222
TC_BE,0.05045273189402074,0.025794174169442307,-48.87457388110389,0.93053771730402,0.9572204758250731,-0.3350353591034086,0.374937746872685,-211.90990344304544,0.5449144111529765,0.4170520641065568
TC_RE,0.029960100951749394,0.01839390469171584,-38.60533139945309,0.9506312736357571,0.9613143256678695,-0.05394958168638451,0.6553647393024705,-1314.7726058603857,0.9032828330738818,0.060850768820763686
TC_ME,-0.5542181298598489,-0.6844553754888373,23.499275576192883,0.38363633746995496,0.19691302024432222,-0.7930847528734208,-0.16572147870225515,-79.10419055443563,0.18223641567652105,0.7362174407153039
TC_EE,-0.3127706051750911,-0.5198185460466466,66.19801779507017,0.5790793453637326,0.28711142556381164,-0.21139869334490338,0.3582957092895185,-269.48813808652454,0.6723144674126706,0.39583426737489347
TC_GR,0.6223910580353392,0.7504543553609899,20.576018191826158,0.2921181310163976,0.14333499539888772,-0.8275007543122117,-0.03610318869538972,-95.63708087186005,0.2181298850581046,0.9525032682003549
TC_OT,1.3934911642655208,1.6086867965200815,15.442913293819537,0.10590162788794674,0.04146985740364064,0.1224465197817866,0.9058682343109465,639.8072529340199,0.8951439126925946,0.2950253856618513
ForProf,-0.15227200614166211,-0.18865990913879518,23.896646480956306,0.5647643501579582,0.43580945059574017,-1.021732210518361,-0.8945859755080715,-12.44418387727874,1.595133747608927e-05,8.167368065214501e-05
awardAmount,0.185947370201024,0.10681581784016032,-42.555886794911984,0.02647782464562228,0.12434266569889595,0.11907077918865351,0.16193102171560267,35.99560095180212,0.11545995606182781,0.012066129946877708
