,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.5843329612571464,-0.5206090634609497,-10.905408734619341,0.15514956834844496,0.19058724351168244,-0.029685832741033185,0.022348359780909807,-175.28291348896147,0.9347549605393909,0.9488595890218412
TC_DG,-0.7745941558774926,-0.7042088095007671,-9.086738628564785,0.07091088770832459,0.08816826209505835,0.348015639665771,0.4047930419835999,16.314612289366384,0.3274086525197628,0.2305062853833254
TC_TS,-0.9455548303439497,-0.9038300724261418,-4.412727488540287,0.07551082188776898,0.08663162323756289,0.3445847700987659,0.3798085461829044,10.222093122119853,0.37800595803942305,0.3234845658339779
TC_BE,0.22131757574113226,0.2568550876755213,16.057247968392744,0.6617053885500541,0.6083190750020884,0.3407078561211101,0.3674751653127854,7.856381562907207,0.4767830375808719,0.43945586680694637
TC_RE,0.17517954323347673,0.22636919766167948,29.22125122793472,0.6630902495603463,0.5659184595028617,0.5592683132974066,0.6038983096043956,7.980068823111707,0.13713093554584502,0.0992172820174699
TC_ME,-0.6150662575671622,-0.554165402903171,-9.901511246101991,0.27384383464966044,0.3155475301224385,-0.26072883736083124,-0.21559738551145638,-17.309727725635486,0.6179199696365514,0.6757416067343778
TC_EE,-0.3155137144441304,-0.2616069007781351,-17.08541061708456,0.5363774920153273,0.6017268910785949,0.2775113683504946,0.3173920570075239,14.370830605634966,0.5322365176843846,0.46740299791399254
TC_GR,0.8483195520662672,0.9107131184470818,7.354960312872842,0.12487163039817589,0.09386650796980356,-0.13959067611254652,-0.08862522991964669,-36.51063782498509,0.826487107221944,0.8881091812665106
TC_OT,1.4684110297562725,1.5526457918389804,5.736456644342238,0.068194269147429,0.05106119775346158,0.8610855891581117,0.9299622883385099,7.998821493196666,0.32416703931518087,0.28245922134667567
ForProf,-0.10563760689816766,-0.08460131364148982,-19.91364048691142,0.6747462237370982,0.7342154073136734,-0.8995633358906275,-0.885714654721735,-1.5394892851186925,8.250868120870453e-05,9.462017897931918e-05
awardAmount,0.2130550221222951,0.21159169061807392,-0.6868326733838803,0.00844449868363348,0.008687195840780367,0.15896058728037885,0.15808005883481938,-0.5539287823631216,0.029960436113886785,0.030271115777439156
early,-0.9911763109268805,-0.9948333408499661,0.36895856799339577,0.007782580365876542,0.007508182228017181,0.05921745290562306,0.050742277721227115,-14.31195495338702,0.8543253423786648,0.8749428266677971
middle,-0.5423349901077332,-0.5517470167677985,1.7354636583923104,0.0764279972332819,0.07093359469828686,0.07407752040856308,0.06212324485440003,-16.137521191626146,0.7925957183351143,0.8247314813925187
