,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.6957793765751347,-0.7127309026199177,2.4363363755080303,0.06386321536475506,0.05663493991266203,0.03578931202157415,0.06474015238144468,80.89241934133486,0.9130324322626481,0.8426717022969498
TC_DG,-0.7943285387621877,-0.8267921820548358,4.086928985736391,0.04572186997738282,0.035835231283425896,0.4057052170471381,0.450298609719683,10.991574867365756,0.2001610189669215,0.14942434287662698
TC_TS,-1.1779891560640103,-1.2357791226119488,4.905814815904656,0.021624509684516846,0.014485765258332001,0.3574527027924429,0.4299453146769926,20.280336760145573,0.32654716983899157,0.224435528825222
TC_BE,0.048051442386660884,0.025794174169442307,-46.3196672393693,0.9207494457043591,0.9572204758250731,0.33311326733255564,0.374937746872685,12.555633065906948,0.47322746909231495,0.4170520641065568
TC_RE,0.04732305304666555,0.01839390469171584,-61.13119609257353,0.901456141587716,0.9613143256678695,0.6078342232527307,0.6553647393024705,7.819651186369138,0.0856131468661014,0.060850768820763686
TC_ME,-0.6579835870109858,-0.6844553754888373,4.023168510646983,0.21593478366595953,0.19691302024432222,-0.2045204185471906,-0.16572147870225515,-18.970692569741182,0.6791418055697569,0.7362174407153039
TC_EE,-0.47263220086144464,-0.5198185460466466,9.983734730557414,0.33711055628066255,0.28711142556381164,0.30343739946049897,0.3582957092895185,18.078954646512152,0.47742532283186634,0.39583426737489347
TC_GR,0.8144637332216512,0.7504543553609899,-7.859082639256271,0.11796219948909388,0.14333499539888772,-0.12630435577287763,-0.03610318869538972,-71.41572159212703,0.8372498500252518,0.9525032682003549
TC_OT,1.6267076456204013,1.6086867965200815,-1.1078111760793308,0.0394882816081106,0.04146985740364064,0.8831043438541893,0.9058682343109465,2.5777124317390716,0.30731811139285714,0.2950253856618513
ForProf,-0.16272136842600138,-0.18865990913879518,15.940463728701697,0.5096635767687392,0.43580945059574017,-0.921944018738489,-0.8945859755080715,-2.9674299821210313,6.366790043333336e-05,8.167368065214501e-05
awardAmount,0.12114026693069731,0.10681581784016032,-11.824680144325425,0.09559751812617591,0.12434266569889595,0.14822039704481713,0.16193102171560267,9.25016053400524,0.027141843826651538,0.012066129946877708
