,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.7159492298965275,-0.5144413254741969,-28.145557814407255,0.12447362757425665,0.19867784629928753,-0.5481107484550738,0.01948865980423429,-103.5556062089944,0.18223961760900964,0.9553941614401272
TC_DG,-0.7579497552189205,-0.6968192040680045,-8.065251123837298,0.12077920962020372,0.09146033804102749,-0.19107019607926393,0.35950859608977054,-288.1552452799239,0.6427839196207696,0.2837790530625218
TC_TS,-0.9188772864696912,-0.8881953511028312,-3.3390677752781808,0.10713141462624975,0.09288601426434767,-0.02997285227350132,0.37381785942638085,-1347.1881421738071,0.9446198731729492,0.3310200475185161
TC_BE,0.04081568807015848,0.2764648875370823,577.3495697582365,0.9441119257663538,0.5826289170524626,-0.26702701795991973,0.38844723671028325,-245.47113609626894,0.6288379484509775,0.4153424832253796
TC_RE,0.0034252112704004608,0.21981134208508188,6317.453544679668,0.9943761093372876,0.577391337715536,-0.08633544374667336,0.5242469586953895,-707.221016010113,0.8455505890440875,0.15015890298381226
TC_ME,-0.5740356078843791,-0.5449580490599188,-5.065462564530843,0.36865966676447093,0.32396625326372386,-0.8148582255831721,-0.25918120375496867,-68.19309229289799,0.1682935678069808,0.6147491855028241
TC_EE,-0.31575095400895525,-0.23298694046518223,-26.211801577462754,0.5756998487518323,0.6419473730313421,-0.21232310538335147,0.3019457639978219,-242.21050669575308,0.6711127949840816,0.49166297416661786
TC_GR,0.6294850389635746,0.928080240013289,47.43483682175214,0.28890924333279877,0.08864922538596491,-0.7667554367039351,-0.0721592941824272,-90.58900782071795,0.2545414057254588,0.9089010960786208
TC_OT,1.3837393222957886,1.563007904424003,12.955372391295967,0.10947453400795636,0.04972147941210305,0.1487948774693004,0.896718602619532,502.65421624110974,0.8727916561724334,0.30077852851264353
SmallForProf,-0.24865528017444763,-0.17339228553653765,-30.268005805108242,0.39406454170345484,0.5331227857008675,-1.1579203769729087,-1.0220653667441286,-11.732672896208875,1.7494016841664882e-05,9.765312445990143e-05
LargeForProf,-0.0777922955341624,-0.006322158677666127,-91.87302722685467,0.8413199409728144,0.9866532873077276,-0.4565017188234469,-0.3278627907712856,-28.179286681264987,0.18090109106208985,0.3245780154226511
awardAmount,0.19236955806347145,0.21811878970372317,13.38529437789522,0.022625575794566744,0.007296523269452436,0.12843137132687732,0.16409983804642334,27.772394198582806,0.09189067840349319,0.025865784429860716
