,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.7221162250455447,-0.7127309026199177,-1.2996969324481138,0.054184292733374786,0.05663493991266203,0.03503842114145668,0.06474015238144468,84.76903431258086,0.9143398800587128,0.8426717022969498
TC_DG,-0.8359746823505502,-0.8267921820548358,-1.0984184676377335,0.03327502584293417,0.035835231283425896,0.3820148504267171,0.450298609719683,17.874634773148674,0.21780633303132046,0.14942434287662698
TC_TS,-1.236438877922847,-1.2357791226119488,-0.053359314615421205,0.014342356427628187,0.014485765258332001,0.39114600402857835,0.4299453146769926,9.919393333641073,0.2670863340233093,0.224435528825222
TC_BE,0.02970968288821587,0.025794174169442307,-13.179234303866034,0.9508066367934433,0.9572204758250731,0.36919964269146166,0.374937746872685,1.5542009031733115,0.4247624223427693,0.4170520641065568
TC_RE,-0.004559166443618354,0.01839390469171584,-503.44885231076654,0.9903877370753704,0.9613143256678695,0.5459414542164995,0.6553647393024705,20.04304385403529,0.11652076686978709,0.060850768820763686
TC_ME,-0.6859594947617448,-0.6844553754888373,-0.21927231628012206,0.19584166166295758,0.19691302024432222,-0.23269756693171922,-0.16572147870225515,-28.782461764680576,0.6362765898032969,0.7362174407153039
TC_EE,-0.505708677382572,-0.5198185460466466,2.790117966158684,0.2992317082340561,0.28711142556381164,0.31690001946466434,0.3582957092895185,13.062697154384345,0.45460997310848716,0.39583426737489347
TC_GR,0.7570442702198044,0.7504543553609899,-0.8704794578130929,0.14013838586622723,0.14333499539888772,-0.04942950711754031,-0.03610318869538972,-26.960249452743742,0.9351199243737279,0.9525032682003549
TC_OT,1.611696312040124,1.6086867965200815,-0.186729689555035,0.04116835420970657,0.04146985740364064,0.8747335031786503,0.9058682343109465,3.559339046596171,0.31215159006538173,0.2950253856618513
awardAmount,0.1108972095003997,0.10681581784016032,-3.680337565414277,0.1132174710099249,0.12434266569889595,0.1604614421000732,0.16193102171560267,0.9158459479710664,0.013489162251647459,0.012066129946877708
