,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
awardAmount,0.14332781599368308,0.14327113552729925,-0.0395460336787117,0.05450032779891757,0.054841024735978974,0.22610724593289094,0.22577616608072468,-0.14642602487163603,0.0011363777006819823,0.0011625137437240648
TC_TF,-1.0930968383545294,-1.0996515306726926,0.5996442481738544,0.010409834670531404,0.00909181605857244,-0.3868252685536792,-0.4042427231302306,4.502667222768143,0.30999049270304224,0.2814190016482454
TC_DG,-1.2787480547388625,-1.2851943136300636,0.5041070340097219,0.005661174221735651,0.004819400532520727,-0.11419122428156807,-0.13327206781332288,16.709553340724362,0.7692283431011081,0.7275080867653576
TC_TS,-1.5056936865486417,-1.5093503138503106,0.24285333294122222,0.00468925305956191,0.004485922680487724,0.10160407977123777,0.091568406165312,-9.877234879269755,0.7955900232886995,0.8145555977385959
TC_BE,-0.31928728418598884,-0.3211790464618464,0.5924953386980494,0.5371759243288832,0.5345978912574616,-0.1502239292099312,-0.15559161225283197,3.5731211872375424,0.7639684149255002,0.7556632459803034
TC_RE,-0.3104960199306321,-0.31705127984020265,2.1112218800856373,0.4569456571098527,0.4437500477065096,0.11526157720643605,0.10184424839565887,-11.64076454267709,0.7675349081894153,0.7919572250555618
TC_ME,-1.097583317318644,-1.1002109660297565,0.2394031204420809,0.0646622765372933,0.06315453640555005,-0.8228028402322589,-0.8350669319820347,1.4905261807693748,0.13643812713987397,0.12960722766725535
TC_EE,-0.8436697227139651,-0.8448272510349619,0.1372015955809342,0.10120348904183991,0.09954464261464471,-0.13016851438389174,-0.1421869197071626,9.232958815083576,0.7757407929802629,0.7548118046216306
TC_GR,0.38766479573707985,0.3807218407593574,-1.7909686548972266,0.5030589094138672,0.5079340083314878,-0.5996239065376202,-0.6161201712674643,2.7511019073768606,0.3627082044324139,0.3472036659672275
TC_OT,0.9582600756551009,0.946534577303464,-1.2236238000024013,0.25655478931168585,0.2581619292835764,0.13656696542890545,0.11757368494162876,-13.907668247314382,0.8822066244328804,0.8977408525095413
StartupForProf,0.11283427907117904,0.11255304967205589,-0.24924110069932878,0.7755560154510932,0.7759967968763262,-1.6477173957753852,-1.6510078375086208,0.19969697119615223,0.00021311832279973121,0.00020737798526970682
OtherForProf,-0.44921069969682276,-0.45088672056139173,0.3731035048141412,0.10295827647614014,0.09991985058837409,-0.8769814207759785,-0.8820895118039975,0.5824628557694217,0.0003710362673062143,0.00032713742257872063
middle,0.22404524005727694,0.22409275595065795,0.02120816910408748,0.4423547754325273,0.44209103758794666,0.3803510513703298,0.3764463816379819,-1.0265962768553358,0.14636188521102286,0.15000436347246088
late,1.0877424996707807,1.0777689397442975,-0.9169044998703108,0.005057798930243831,0.00444505930388437,1.1557690943660848,1.1341518048124073,-1.870381346849745,0.0016453670862244902,0.0014909686832156079
