,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
awardAmount,0.09318056773357274,0.10681581784016035,14.633147702613607,0.18731622469125808,0.12434266569889565,0.179249616391727,0.16193102171560275,-9.66171924088066,0.006329584676452442,0.012066129946877646
TC_TF,-0.7317494368000358,-0.7127309026199177,-2.5990500605353097,0.05219434578012706,0.056634939912662066,0.05314263429775477,0.06474015238144447,21.82337822906848,0.87093635075489,0.8426717022969503
TC_DG,-0.8292893456273746,-0.8267921820548362,-0.30112090378409706,0.03672058273359964,0.03583523128342582,0.4302422439312041,0.45029860971968266,4.661644938725636,0.16965616501415703,0.1494243428766272
TC_TS,-1.2680000237571012,-1.235779122611949,-2.5410804843426757,0.013031454786351144,0.014485765258332001,0.4372981405105128,0.4299453146769923,-1.6814217012074666,0.21815905042227224,0.22443552882522244
TC_BE,0.09489437715761374,0.02579417416944223,-72.81801625969926,0.8449307065695377,0.9572204758250732,0.3085101671015252,0.3749377468726848,21.531731156626506,0.5055202464761184,0.41705206410655693
TC_RE,0.09224614823153655,0.018393904691715608,-80.05997535469214,0.8092527507129861,0.96131432566787,0.5755726845798546,0.6553647393024704,13.863071834421907,0.10328601294835212,0.060850768820763776
TC_ME,-0.6174210194487968,-0.6844553754888375,10.85715483089411,0.2474358008781069,0.19691302024432222,-0.2309447495401009,-0.16572147870225543,-28.24193707271107,0.6394688340103847,0.7362174407153035
TC_EE,-0.475129200759518,-0.5198185460466466,9.405724846145095,0.3301251577833555,0.28711142556381164,0.2957110326724861,0.3582957092895183,21.164133123956752,0.48664274429614673,0.3958342673748936
TC_GR,0.783651989966555,0.7504543553609896,-4.236272609603439,0.1280721209446923,0.14333499539888792,-0.07925454747924732,-0.03610318869539007,-54.44653985962933,0.8961673175062633,0.9525032682003545
TC_OT,1.6345931586510043,1.6086867965200808,-1.5848813506783201,0.038824507804506664,0.04146985740364071,0.8723954575918125,0.905868234310946,3.8368811331884745,0.3131268338532027,0.29502538566185166
