,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
awardAmount,0.12935166128737835,0.14332781599368308,10.804774030117903,0.08706599532786771,0.05450032779891757,0.21753640841667424,0.22610724593289094,3.939955421071367,0.0019103433122271629,0.0011363777006819823
TC_TF,-1.1452408366498688,-1.0930968383545294,-4.55310329728324,0.00786178388475572,0.010409834670531404,-0.4093067084844256,-0.3868252685536792,-5.492565712883202,0.2869060506157469,0.30999049270304224
TC_DG,-1.3239469497774559,-1.2787480547388625,-3.413950615331744,0.00442473652224494,0.005661174221735651,-0.13756715881555043,-0.11419122428156807,-16.992380111102484,0.7249383607631465,0.7692283431011081
TC_TS,-1.5962797931438029,-1.5056936865486417,-5.6748263671718755,0.002941060865653993,0.00468925305956191,0.06702345794322767,0.10160407977123777,51.594804101724606,0.8650222090261083,0.7955900232886995
TC_BE,-0.40909678082688616,-0.31928728418598884,-21.95311741621873,0.42694875253141185,0.5371759243288832,-0.21998125721034106,-0.1502239292099312,-31.710577930605016,0.6602339465805597,0.7639684149255002
TC_RE,-0.3809082724538915,-0.3104960199306321,-18.485356610831484,0.3673553237769751,0.4569456571098527,0.09036429403909797,0.11526157720643605,27.552124909608388,0.8176049364196538,0.7675349081894153
TC_ME,-1.1220845025332602,-1.097583317318644,-2.18354189540105,0.05999974987974532,0.0646622765372933,-0.8342587086995128,-0.8228028402322589,-1.3731793684373885,0.1312270771688082,0.13643812713987397
TC_EE,-0.9853196228791363,-0.8436697227139651,-14.376035641233404,0.05942858616060384,0.10120348904183991,-0.1892655937068407,-0.13016851438389174,-31.22441758457496,0.6818835644245116,0.7757407929802629
TC_GR,0.4555724532119116,0.38766479573707985,-14.906006058106456,0.4371989747942949,0.5030589094138672,-0.5646379008638267,-0.5996239065376202,6.196184425499814,0.39356349878240926,0.3627082044324139
TC_OT,1.1123148162002143,0.9582600756551009,-13.849922549029856,0.19480779844274954,0.25655478931168585,0.22673990527678364,0.13656696542890545,-39.76932941636506,0.8071634513874768,0.8822066244328804
StartupForProf,0.3850763869932614,0.11283427907117904,-70.69820874964385,0.4108365391512542,0.7755560154510932,-1.6212518896906505,-1.6477173957753852,1.6324117339832125,0.00281009470447138,0.00021311832279973121
OtherForProf,-0.020911052032743713,-0.44921069969682276,2048.1975129392013,0.9504789741429124,0.10295827647614014,-0.6675016049203744,-0.8769814207759785,31.382668492698652,0.027842274080519647,0.0003710362673062143
middle,0.08297621452458995,0.22404524005727694,170.01140187093168,0.7826511416569514,0.4423547754325273,0.322371547643498,0.3803510513703298,17.98530427100526,0.22843960249480277,0.14636188521102286
late,0.9496124983273617,1.0877424996707807,14.545933376689952,0.016445870299265416,0.005057798930243831,1.1005416979332898,1.1557690943660848,5.018201176430355,0.003180615714613152,0.0016453670862244902
OPEN,0.624640266259852,-0.0213127604719899,-103.41200553713963,0.1251959771976275,0.9384662559195625,0.26355649867746633,-0.06643214651509279,-125.20603621934997,0.467921759044135,0.7909648287272574
