,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
TC_TF,-0.5103813313166421,-0.5206090634609496,2.0039393129687544,0.20200248304624246,0.19058724351168266,0.06960608665630101,0.022348359780909773,-67.89309548278317,0.8428806699459724,0.9488595890218413
TC_DG,-0.7080569507916241,-0.7042088095007671,-0.5434790642976762,0.08753152654295455,0.08816826209505842,0.41818496627975954,0.4047930419835999,-3.2023925717120716,0.21662508979655004,0.2305062853833254
TC_TS,-0.8906524387611986,-0.9038300724261417,1.479548372794188,0.09290600968917796,0.08663162323756302,0.4489515159036906,0.3798085461829043,-15.400988140469686,0.24826519969135785,0.3234845658339779
TC_BE,0.2647250911523111,0.2568550876755214,-2.9728966916330672,0.5983127985067482,0.6083190750020884,0.3946728589984094,0.36747516531278546,-6.89119939857166,0.4089963218117374,0.43945586680694615
TC_RE,0.22184043678956686,0.22636919766167957,2.04144967331118,0.5746011981611521,0.5659184595028617,0.5677131125323847,0.6038983096043956,6.373852615557969,0.12191239337379808,0.0992172820174699
TC_ME,-0.5571524655810375,-0.5541654029031708,-0.5361302089458617,0.3130914766184796,0.31554753012243864,-0.23371992748990789,-0.21559738551145638,-7.753956700689994,0.6512641710534226,0.6757416067343778
TC_EE,-0.25315793509182716,-0.26160690077813514,3.3374287411703367,0.6130858358966418,0.6017268910785948,0.32218436307904974,0.3173920570075239,-1.4874421668782372,0.4647750247525271,0.46740299791399254
TC_GR,0.9213777290270674,0.9107131184470817,-1.1574634641155293,0.0905535366471633,0.0938665079698037,-0.06025133166743691,-0.0886252299196468,47.0925662005653,0.9241017429627629,0.8881091812665105
TC_OT,1.5499739474622043,1.5526457918389807,0.17237995394380776,0.05151386417561214,0.051061197753461525,0.9232146298989029,0.9299622883385098,0.7308872954435094,0.28759024988437154,0.2824592213466759
awardAmount,0.2125195156981777,0.21159169061807392,-0.43658347190169783,0.008292380591533347,0.008687195840780372,0.16196752239382517,0.1580800588348194,-2.4001500433854703,0.027417128013338506,0.030271115777439038
early,-1.0011663217980333,-0.9948333408499662,-0.6325603259100313,0.007260544615826267,0.007508182228017181,0.035212785704237554,0.05074227772122694,44.10185592081841,0.9135095452117004,0.8749428266677975
middle,-0.5634913115035713,-0.5517470167677986,-2.0842015654926973,0.06532788085524042,0.07093359469828671,0.030124615722713972,0.06212324485439994,106.22087075307981,0.9149812364361816,0.8247314813925188
