,big_param_persist,small_param_persist,persistComps,big_pvals_persist,small_pvals_persist,big_param_pivot,small_param_pivot,pivotComps,big_pvals_pivot,small_pvals_pivot
awardAmount,0.14327113552729925,0.09318056773357274,-34.962079144114924,0.054841024735978974,0.18731622469125808,0.22577616608072468,0.179249616391727,-20.607378757757107,0.0011625137437240648,0.006329584676452442
TC_TF,-1.0996515306726926,-0.7317494368000358,-33.45624351085104,0.00909181605857244,0.05219434578012706,-0.4042427231302306,0.05314263429775477,-113.14621915423679,0.2814190016482454,0.87093635075489
TC_DG,-1.2851943136300636,-0.8292893456273746,-35.47362162807693,0.004819400532520727,0.03672058273359964,-0.13327206781332288,0.4302422439312041,-422.8300205665405,0.7275080867653576,0.16965616501415703
TC_TS,-1.5093503138503106,-1.2680000237571012,-15.990342856691205,0.004485922680487724,0.013031454786351144,0.091568406165312,0.4372981405105128,377.5644338736676,0.8145555977385959,0.21815905042227224
TC_BE,-0.3211790464618464,0.09489437715761374,-129.5456313862886,0.5345978912574616,0.8449307065695377,-0.15559161225283197,0.3085101671015252,-298.28200417398136,0.7556632459803034,0.5055202464761184
TC_RE,-0.31705127984020265,0.09224614823153655,-129.09502471588496,0.4437500477065096,0.8092527507129861,0.10184424839565887,0.5755726845798546,465.14991631514505,0.7919572250555618,0.10328601294835212
TC_ME,-1.1002109660297565,-0.6174210194487968,-43.88157921413611,0.06315453640555005,0.2474358008781069,-0.8350669319820347,-0.2309447495401009,-72.34416300116774,0.12960722766725535,0.6394688340103847
TC_EE,-0.8448272510349619,-0.475129200759518,-43.76019474070499,0.09954464261464471,0.3301251577833555,-0.1421869197071626,0.2957110326724861,-307.97344318416214,0.7548118046216306,0.48664274429614673
TC_GR,0.3807218407593574,0.783651989966555,105.83321104025588,0.5079340083314878,0.1280721209446923,-0.6161201712674643,-0.07925454747924732,-87.13651148343233,0.3472036659672275,0.8961673175062633
TC_OT,0.946534577303464,1.6345931586510043,72.69238735131226,0.2581619292835764,0.038824507804506664,0.11757368494162876,0.8723954575918125,641.998907344723,0.8977408525095413,0.3131268338532027
StartupForProf,0.11255304967205589,0.2320847191058351,106.20029380106256,0.7759967968763262,0.5495508091111018,-1.6510078375086208,-1.5579575750879822,-5.63596733502198,0.00020737798526970682,0.00043662639934283264
OtherForProf,-0.45088672056139173,-0.32341225031899246,-28.271950454358663,0.09991985058837409,0.2191361807484421,-0.8820895118039975,-0.7608540814981679,-13.744118786526103,0.00032713742257872063,0.00139367729393309
